id,state,district,Date of Discussion
"61,035",bihar,kaimur,2026-07-14
"61,036",bihar,muzaffarpur,2026-07-10
"61,043",bihar,rohtas,2026-07-14
"61,052",bihar,rohtas,2026-07-14
"61,061",bihar,kaimur,2026-07-08
"61,064",bihar,gaya,2026-07-10
"61,071",bihar,kaimur,2026-07-09
"61,081",bihar,sitamarhi,2026-07-11
"61,088",bihar,west champaran,2026-07-06
"61,108",bihar,sitamarhi,2026-07-10
"61,109",bihar,muzaffarpur,2026-07-12
"61,129",bihar,kishanganj,2026-07-10
"61,134",bihar,muzaffarpur,2026-07-12
"61,146",bihar,muzaffarpur,2026-07-12
"61,148",bihar,gaya,2026-07-08
"61,150",bihar,west champaran,2026-07-13
"61,176",bihar,gaya,2026-07-10
"61,178",bihar,west champaran,2026-07-15
"61,182",bihar,gaya,2026-07-10
"61,184",bihar,sitamarhi,2026-07-13
"61,186",bihar,muzaffarpur,2026-07-09
"61,216",bihar,gaya,2026-07-14
"61,222",bihar,kaimur,2026-07-10
"61,224",bihar,sitamarhi,2026-07-15
"61,228",bihar,rohtas,2026-07-13
"61,230",bihar,muzaffarpur,2026-07-14
"61,231",bihar,sitamarhi,2026-07-15
"61,234",bihar,muzaffarpur,2026-07-10
"61,241",bihar,vaishali,2026-07-15
"61,249",bihar,muzaffarpur,2026-07-10
"61,261",bihar,west champaran,2026-07-15
"61,267",bihar,west champaran,2026-07-13
"61,271",bihar,muzaffarpur,2026-07-13
"61,273",bihar,sitamarhi,2026-07-07
"61,280",bihar,sitamarhi,2026-07-12
"61,285",bihar,west champaran,2026-07-15
"61,305",bihar,rohtas,2026-07-14
"61,312",bihar,patna,2026-07-13
"61,320",bihar,sitamarhi,2026-07-15
"61,331",bihar,muzaffarpur,2026-07-13
"61,333",bihar,muzaffarpur,2026-07-12
"61,334",bihar,muzaffarpur,2026-07-15
"61,353",bihar,west champaran,2026-07-07
"61,354",bihar,sitamarhi,2026-07-15
"61,363",bihar,kaimur,2026-07-15
"61,365",bihar,gaya,2026-07-14
"61,374",bihar,muzaffarpur,2026-07-13
"61,391",bihar,sheohar,2026-07-15
"61,393",bihar,rohtas,2026-07-15
"61,394",bihar,gaya,2026-07-14
"61,407",bihar,west champaran,2026-07-14
"61,420",bihar,kaimur,2026-07-15
"61,437",bihar,sitamarhi,2026-07-14
"61,440",bihar,west champaran,2026-07-15
"61,443",bihar,gaya,2026-07-15
"61,447",bihar,rohtas,2026-07-15
"61,452",bihar,muzaffarpur,2026-07-15
"61,463",bihar,sitamarhi,2026-07-15
"61,484",bihar,gaya,2026-07-15
"61,500",bihar,rohtas,2026-07-15
"61,503",bihar,gaya,2026-07-15
"61,507",bihar,rohtas,2026-07-15
"61,510",bihar,gaya,2026-07-15
"61,515",bihar,sitamarhi,2026-07-15
"61,524",bihar,sitamarhi,2026-07-15
"61,537",bihar,sitamarhi,2026-07-15
"61,538",bihar,sitamarhi,2026-07-15
"61,541",bihar,muzaffarpur,2026-07-15
"61,550",bihar,gaya,2026-07-15
"61,575",bihar,gaya,2026-07-10
"61,588",bihar,kishanganj,2026-07-12
"61,595",bihar,gaya,2026-07-15
"61,600",bihar,sheohar,2026-07-15
"61,619",bihar,rohtas,2026-07-13
"61,628",bihar,rohtas,2026-07-14
"61,650",bihar,rohtas,2026-07-15
"61,652",bihar,muzaffarpur,2026-07-15
"61,661",bihar,gaya,2026-07-15
"61,664",bihar,muzaffarpur,2026-07-15
"61,667",bihar,muzaffarpur,2026-07-15
"61,683",bihar,gaya,2026-07-15
"61,685",bihar,sitamarhi,2026-07-15
"61,686",bihar,rohtas,2026-07-05
"61,693",bihar,gaya,2026-06-14
"61,694",bihar,rohtas,2026-07-11
"61,706",bihar,sitamarhi,2026-07-15
"61,709",bihar,kaimur,2026-07-15
"61,725",bihar,gaya,2026-07-14
"61,732",bihar,sitamarhi,2026-07-09
"61,754",bihar,gaya,2026-07-08
"61,759",bihar,gaya,2026-07-06
"61,764",bihar,sitamarhi,2026-07-14
"61,767",bihar,sitamarhi,2026-07-15
"61,772",bihar,kaimur,2026-07-14
"61,775",bihar,sitamarhi,2026-07-15
"61,776",bihar,gaya,2026-07-06
"61,805",bihar,sitamarhi,2026-07-09
"61,809",bihar,west champaran,2026-07-09
"61,811",bihar,kaimur,2026-07-11
"61,816",bihar,sitamarhi,2026-07-10
"61,817",bihar,muzaffarpur,2026-07-12
"61,821",bihar,rohtas,2026-07-14
"61,832",bihar,sitamarhi,2026-07-14
"61,836",bihar,gaya,2026-07-08
"61,837",bihar,muzaffarpur,2026-07-15
"61,838",bihar,gaya,2026-07-10
"61,848",bihar,sitamarhi,2026-07-11
"61,858",bihar,vaishali,2026-07-14
"61,862",bihar,gaya,2026-07-14
"61,865",bihar,vaishali,2026-07-15
"61,870",bihar,kaimur,2026-07-15
"61,914",bihar,kaimur,2026-07-15
"61,923",bihar,kaimur,2026-07-15
"61,927",bihar,sitamarhi,2026-07-14
"61,938",bihar,sitamarhi,2026-07-15
"61,945",bihar,gaya,2026-07-13
"61,954",bihar,gaya,2026-07-13
"61,957",bihar,muzaffarpur,2026-07-14
"61,968",bihar,sitamarhi,2026-07-14
"61,991",bihar,west champaran,2026-07-11
"61,998",bihar,rohtas,2026-07-15
"61,999",bihar,gaya,2026-07-15
"62,002",bihar,west champaran,2026-07-16
"62,008",bihar,west champaran,2026-07-15
"62,019",bihar,rohtas,2026-07-15
"62,047",bihar,gaya,2026-07-15
"62,053",bihar,kaimur,2026-07-15
"62,077",bihar,muzaffarpur,2026-07-10
"62,083",bihar,gaya,2026-07-13
"62,096",bihar,muzaffarpur,2026-07-15
"62,097",bihar,rohtas,2026-07-08
"62,110",bihar,rohtas,2026-07-15
"62,112",bihar,sitamarhi,2026-07-08
"62,118",bihar,west champaran,2026-07-11
"62,138",bihar,west champaran,2026-07-06
"62,144",bihar,muzaffarpur,2026-07-15
"62,147",bihar,sitamarhi,2026-07-07
"62,153",bihar,muzaffarpur,2026-07-13
"62,163",bihar,west champaran,2026-07-06
"62,173",bihar,kaimur,2026-07-14
"62,176",bihar,sitamarhi,2026-07-11
"62,179",bihar,west champaran,2026-07-12
"62,181",bihar,muzaffarpur,2026-07-15
"62,186",bihar,sitamarhi,2026-07-08
"62,204",bihar,sitamarhi,2026-07-08
"62,208",bihar,rohtas,2026-07-16
"62,210",bihar,kaimur,2026-07-14
"62,212",bihar,rohtas,2026-07-16
"62,219",bihar,sitamarhi,2026-07-07
"62,246",bihar,sitamarhi,2026-07-06
"62,264",bihar,gaya,2026-07-06
"62,265",bihar,gaya,2026-07-16
"62,287",bihar,sitamarhi,2026-07-07
"62,288",bihar,rohtas,2026-07-15
"62,327",bihar,muzaffarpur,2026-07-15
"62,336",bihar,sitamarhi,2026-07-10
"62,342",bihar,muzaffarpur,2026-07-15
"62,355",bihar,kaimur,2026-07-16
"62,359",bihar,west champaran,2026-07-16
"62,361",bihar,sitamarhi,2026-07-12
"62,368",bihar,rohtas,2026-07-10
"62,378",bihar,gaya,2026-07-16
"62,382",bihar,kaimur,2026-07-15
"62,388",bihar,muzaffarpur,2026-07-13
"62,390",bihar,kaimur,2026-07-16
"62,409",bihar,gaya,2026-07-16
"62,420",bihar,sitamarhi,2026-07-06
"62,421",bihar,gaya,2026-07-10
"62,436",bihar,kaimur,2026-07-16
"62,444",bihar,rohtas,2026-07-15
"62,451",bihar,sitamarhi,2026-07-05
"62,460",bihar,rohtas,2026-07-16
"62,466",bihar,gaya,2026-07-13
"62,470",bihar,darbhanga,2026-07-12
"62,481",bihar,rohtas,2016-07-01
"62,498",bihar,rohtas,2026-07-16
"62,500",bihar,kaimur,2026-07-16
"62,521",bihar,rohtas,2026-07-14
"62,526",bihar,rohtas,2026-07-16
"62,527",bihar,rohtas,2026-07-10
"62,553",bihar,gaya,2026-07-15
"62,565",bihar,east champaran,2026-07-15
"62,567",bihar,rohtas,2026-07-16
"62,574",bihar,rohtas,2026-07-15
"62,589",bihar,west champaran,2026-07-14
"62,607",bihar,sitamarhi,2026-07-16
"62,615",bihar,muzaffarpur,2026-07-16
"62,629",bihar,muzaffarpur,2026-07-16
"62,630",bihar,sitamarhi,2026-07-16
"62,632",bihar,gaya,2026-07-15
"62,660",bihar,rohtas,2026-07-16
"62,665",bihar,rohtas,2026-07-16
"62,666",bihar,west champaran,2026-07-11
"62,698",bihar,sitamarhi,2026-07-14
"62,704",bihar,east champaran,2026-06-13
"62,705",bihar,gaya,2026-07-13
"62,707",bihar,sitamarhi,2026-07-14
"62,709",bihar,rohtas,2026-07-16
"62,712",bihar,sitamarhi,2026-07-13
"62,716",bihar,muzaffarpur,2026-07-12
"62,721",bihar,muzaffarpur,2026-07-08
"62,735",bihar,gaya,2026-07-16
"62,736",bihar,sitamarhi,2026-07-14
"62,756",bihar,gaya,2026-07-16
"62,766",bihar,muzaffarpur,2026-07-14
"62,767",bihar,sitamarhi,2026-07-14
"62,771",bihar,muzaffarpur,2026-07-16
"62,776",bihar,rohtas,2026-07-16
"62,778",bihar,east champaran,2026-07-15
"62,782",bihar,kaimur,2026-07-13
"62,799",bihar,gaya,2026-07-15
"62,801",bihar,muzaffarpur,2026-07-14
"62,803",bihar,sitamarhi,2026-07-15
"62,811",bihar,west champaran,2026-07-06
"62,822",bihar,rohtas,2026-07-15
"62,829",bihar,rohtas,2026-07-07
"62,831",bihar,gaya,2026-07-16
"62,889",bihar,rohtas,2025-04-22
"62,903",bihar,sheohar,2026-07-13
"62,911",bihar,west champaran,2026-07-10
"62,913",bihar,gaya,2026-07-16
"62,923",bihar,gaya,2026-07-06
"62,933",bihar,west champaran,2026-07-10
"62,937",bihar,rohtas,2026-07-13
"62,948",bihar,sheohar,2026-07-09
"62,963",bihar,west champaran,2026-07-16
"62,967",bihar,rohtas,2026-07-16
"62,971",bihar,kishanganj,2026-07-09
"62,987",bihar,rohtas,2026-07-14
"62,993",bihar,gaya,2026-07-09
"62,994",bihar,gaya,2026-07-16
"63,011",bihar,kaimur,2026-07-16
"63,021",bihar,muzaffarpur,2026-07-15
"63,039",bihar,rohtas,2026-07-16
"63,043",bihar,muzaffarpur,2026-07-15
"63,051",bihar,kishanganj,2026-07-15
"63,064",bihar,rohtas,2026-07-11
"63,071",bihar,west champaran,2026-07-14
"63,087",bihar,rohtas,2026-07-15
"63,090",bihar,muzaffarpur,2026-07-15
"63,109",bihar,gaya,2026-07-16
"63,115",bihar,gaya,2026-07-16
"63,116",bihar,kaimur,2026-07-16
"63,124",bihar,muzaffarpur,2026-07-16
"63,142",bihar,sitamarhi,2026-07-16
"63,149",bihar,gaya,2026-07-16
"63,154",bihar,east champaran,2006-07-07
"63,159",bihar,west champaran,2026-07-10
"63,174",bihar,gaya,2026-07-12
"63,178",bihar,west champaran,2026-07-11
"63,182",bihar,gaya,2026-07-16
"63,183",bihar,gaya,2026-07-16
"63,196",bihar,west champaran,2026-07-11
"63,197",bihar,sheohar,2026-07-16
"63,225",bihar,west champaran,2026-07-10
"63,227",bihar,gaya,2026-07-14
"63,228",bihar,rohtas,2026-07-13
"63,242",bihar,kaimur,2026-07-16
"63,243",bihar,rohtas,2026-07-11
"63,251",bihar,kaimur,2026-07-12
"63,254",bihar,rohtas,2026-07-16
"63,286",bihar,sitamarhi,2026-07-17
"63,291",bihar,rohtas,2026-07-13
"63,296",bihar,sheohar,2026-07-15
"63,299",bihar,rohtas,2026-07-15
"63,310",bihar,gaya,2026-07-14
"63,327",bihar,gaya,2026-07-11
"63,328",bihar,muzaffarpur,2026-07-14
"63,335",bihar,rohtas,2026-07-16
"63,340",bihar,west champaran,2026-07-07
"63,341",bihar,sitamarhi,2026-07-13
"63,345",bihar,gaya,2026-07-16
"63,349",bihar,gaya,2026-07-16
"63,378",bihar,sitamarhi,2026-07-13
"63,380",bihar,gaya,2026-07-06
"63,401",bihar,jehanabad,2026-07-06
"63,417",bihar,muzaffarpur,2026-07-08
"63,424",bihar,gaya,2026-07-17
"63,444",bihar,gaya,2026-07-16
"63,447",bihar,sheohar,2026-07-17
"63,451",bihar,sitamarhi,2026-07-06
"63,458",bihar,kaimur,2026-07-07
"63,462",bihar,sitamarhi,2026-07-07
"63,485",bihar,kaimur,2026-07-09
"63,487",bihar,kaimur,2026-07-11
"63,493",bihar,gaya,2026-07-16
"63,496",bihar,rohtas,2026-07-06
"63,513",bihar,rohtas,2026-07-15
"63,519",bihar,west champaran,2026-07-15
"63,525",bihar,rohtas,2026-07-17
"63,541",bihar,kaimur,2026-07-15
"63,547",bihar,rohtas,2026-07-11
"63,550",bihar,kaimur,2026-07-16
"63,556",bihar,muzaffarpur,2026-07-15
"63,561",bihar,sheohar,2026-07-14
"63,572",bihar,rohtas,2026-07-13
"63,586",bihar,jehanabad,2026-07-07
"63,602",bihar,muzaffarpur,2026-07-11
"63,608",bihar,muzaffarpur,2026-07-15
"63,626",bihar,muzaffarpur,2026-07-12
"63,635",bihar,rohtas,2026-07-12
"63,644",bihar,kaimur,2026-07-16
"63,646",bihar,kaimur,2026-07-15
"63,648",bihar,west champaran,2026-07-13
"63,651",bihar,west champaran,2026-07-13
"63,662",bihar,west champaran,2026-07-14
"63,664",bihar,gaya,2026-07-17
"63,671",bihar,west champaran,2026-07-16
"63,673",bihar,sitamarhi,2026-07-17
"63,687",bihar,kishanganj,2026-04-17
"63,688",bihar,sitamarhi,2026-07-08
"63,691",bihar,sitamarhi,2026-07-12
"63,698",bihar,gaya,2026-07-07
"63,707",bihar,sitamarhi,2026-07-13
"63,722",bihar,gaya,2020-07-17
"63,724",bihar,kaimur,2026-07-16
"63,737",bihar,kaimur,2026-07-16
"63,742",bihar,gaya,2026-07-16
"63,749",bihar,muzaffarpur,2026-07-11
"63,760",bihar,muzaffarpur,2026-07-09
"63,761",bihar,gaya,2026-07-17
"63,765",bihar,kaimur,2026-07-06
"63,770",bihar,gaya,2026-07-17
"63,775",bihar,gaya,2026-07-17
"63,776",bihar,gaya,2026-07-17
"63,779",bihar,rohtas,2026-07-09
"63,794",bihar,kaimur,2026-07-10
"63,805",bihar,muzaffarpur,2026-07-15
"63,808",bihar,kaimur,2026-07-12
"63,817",bihar,sitamarhi,2026-07-16
"63,822",bihar,west champaran,2026-07-12
"63,832",bihar,rohtas,2026-07-12
"63,834",bihar,kaimur,2026-07-07
"63,858",bihar,gaya,2026-07-17
"63,864",bihar,rohtas,2026-07-14
"63,870",bihar,muzaffarpur,2026-07-10
"63,872",bihar,patna,2026-07-14
"63,873",bihar,sitamarhi,2026-07-13
"63,886",bihar,muzaffarpur,2026-07-10
"63,889",bihar,rohtas,2026-07-10
"63,894",bihar,kaimur,2026-07-16
"63,896",bihar,kaimur,2026-07-14
"63,907",bihar,rohtas,2026-07-16
"63,913",bihar,gaya,2026-07-08
"63,930",bihar,patna,2026-07-15
"63,933",bihar,muzaffarpur,2026-07-10
"63,934",bihar,patna,2026-07-15
"63,935",bihar,sitamarhi,2026-07-07
"63,937",bihar,gaya,2026-07-17
"63,938",bihar,gaya,2026-07-07
"63,943",bihar,kaimur,2026-07-12
"63,950",bihar,gaya,2026-07-17
"63,958",bihar,west champaran,2026-07-08
"63,961",bihar,west champaran,2026-07-07
"63,964",bihar,gaya,2026-07-14
"63,965",bihar,gaya,2026-07-15
"63,975",bihar,west champaran,2026-07-08
"63,977",bihar,west champaran,2026-07-08
"63,982",bihar,west champaran,2026-07-09
"63,984",bihar,gaya,2026-07-06
"63,992",bihar,muzaffarpur,2026-07-17
"64,010",bihar,west champaran,2026-07-09
"64,024",bihar,gaya,2026-07-09
"64,035",bihar,gaya,2026-07-13
"64,037",bihar,kaimur,2026-07-10
"64,040",bihar,rohtas,2026-07-11
"64,066",bihar,muzaffarpur,2026-07-10
"64,067",bihar,muzaffarpur,2026-07-07
"64,077",bihar,kaimur,2026-07-09
"64,082",bihar,rohtas,2026-07-11
"64,083",bihar,gaya,2026-07-11
"64,099",bihar,kaimur,2026-07-07
"64,102",bihar,kaimur,2026-07-14
"64,105",bihar,west champaran,2026-07-16
"64,108",bihar,rohtas,2026-07-11
"64,109",bihar,sitamarhi,2026-07-06
"64,114",bihar,sitamarhi,2026-07-06
"64,116",bihar,sitamarhi,2026-07-06
"64,120",bihar,muzaffarpur,2026-07-12
"64,123",bihar,kaimur,2026-07-15
"64,137",bihar,jehanabad,2026-07-08
"64,149",bihar,muzaffarpur,2026-07-14
"64,152",bihar,sitamarhi,2026-07-07
"64,158",bihar,rohtas,2026-07-06
"64,164",bihar,sheohar,2026-07-18
"64,170",bihar,rohtas,2026-07-15
"64,171",bihar,sitamarhi,2026-07-14
"64,177",bihar,west champaran,2026-07-08
"64,218",bihar,kishanganj,2026-07-10
"64,236",bihar,muzaffarpur,2026-07-17
"64,238",bihar,muzaffarpur,2026-07-15
"64,244",bihar,west champaran,2026-07-14
"64,255",bihar,rohtas,2026-07-09
"64,256",bihar,gaya,2026-07-16
"64,257",bihar,sitamarhi,2026-07-15
"64,277",bihar,rohtas,2026-07-15
"64,282",bihar,muzaffarpur,2026-07-15
"64,297",bihar,rohtas,2026-07-14
"64,300",bihar,rohtas,2026-07-09
"64,311",bihar,gaya,2026-07-18
"64,314",bihar,muzaffarpur,2026-07-17
"64,318",bihar,rohtas,2026-07-13
"64,330",bihar,sitamarhi,2026-07-09
"64,345",bihar,rohtas,2026-07-17
"64,362",bihar,muzaffarpur,2026-07-15
"64,370",bihar,sitamarhi,2026-07-13
"64,382",bihar,muzaffarpur,2014-07-15
"64,403",bihar,gaya,2026-07-06
"64,413",bihar,rohtas,2026-07-09
"64,419",bihar,muzaffarpur,2026-07-09
"64,426",bihar,gaya,2026-07-18
"64,434",bihar,rohtas,2026-07-08
"64,437",bihar,gaya,2026-07-13
"64,449",bihar,muzaffarpur,2026-07-15
"64,457",bihar,rohtas,2026-07-10
"64,462",bihar,rohtas,2026-07-16
"64,468",bihar,rohtas,2026-07-18
"64,479",bihar,sitamarhi,2026-07-07
"64,495",bihar,gaya,2026-07-14
"64,510",bihar,gaya,2026-07-10
"64,522",bihar,jehanabad,2026-07-17
"64,527",bihar,west champaran,2026-07-17
"64,529",bihar,sheohar,2026-07-13
"64,531",bihar,west champaran,2026-07-14
"64,533",bihar,muzaffarpur,2026-07-16
"64,538",bihar,sitamarhi,2026-07-08
"64,546",bihar,west champaran,2026-07-09
"64,550",bihar,sitamarhi,2026-07-18
"64,556",bihar,east champaran,2026-07-08
"64,563",bihar,gaya,2026-07-18
"64,569",bihar,sitamarhi,2026-07-18
"64,571",bihar,west champaran,2026-07-13
"64,574",bihar,west champaran,2026-07-11
"64,575",bihar,east champaran,2006-07-08
"64,583",bihar,sitamarhi,2026-07-14
"64,587",bihar,west champaran,2026-07-15
"64,588",bihar,sheohar,2026-07-07
"64,590",bihar,east champaran,2026-07-08
"64,594",bihar,rohtas,2026-07-16
"64,598",bihar,west champaran,2026-07-15
"64,600",bihar,kaimur,2026-07-09
"64,602",bihar,west champaran,2026-07-12
"64,604",bihar,jehanabad,2026-07-13
"64,613",bihar,sitamarhi,2026-07-12
"64,644",bihar,gaya,2026-07-18
"64,653",bihar,sitamarhi,2026-07-14
"64,661",bihar,muzaffarpur,2026-07-18
"64,664",bihar,west champaran,2026-07-13
"64,667",bihar,east champaran,2026-07-09
"64,679",bihar,east champaran,2006-07-09
"64,682",bihar,gaya,2026-07-18
"64,685",bihar,gaya,2026-07-17
"64,695",bihar,rohtas,2026-07-15
"64,697",bihar,west champaran,2026-07-13
"64,707",bihar,sitamarhi,2026-07-15
"64,712",bihar,kaimur,2026-07-11
"64,713",bihar,sheohar,2026-07-15
"64,719",bihar,gaya,2026-07-16
"64,726",bihar,gaya,2026-07-13
"64,740",bihar,east champaran,2026-07-10
"64,757",bihar,rohtas,2026-07-06
"64,785",bihar,east champaran,2026-07-12
"64,799",bihar,east champaran,2026-07-11
"64,801",bihar,muzaffarpur,2026-07-18
"64,807",bihar,west champaran,2026-07-16
"64,814",bihar,west champaran,2026-07-14
"64,829",bihar,east champaran,2026-07-14
"64,845",bihar,west champaran,2026-07-09
"64,847",bihar,gaya,2026-07-18
"64,852",bihar,sheohar,2026-07-13
"64,856",bihar,west champaran,2026-07-11
"64,857",bihar,sheohar,2026-07-09
"64,858",bihar,kaimur,2026-07-14
"64,867",bihar,gaya,2026-07-18
"64,870",bihar,kaimur,2026-07-18
"64,872",bihar,rohtas,2026-07-17
"64,874",bihar,west champaran,2026-07-12
"64,888",bihar,sheohar,2026-07-10
"64,893",bihar,kaimur,2026-07-08
"64,896",bihar,kaimur,2026-07-15
"64,898",bihar,gaya,2026-07-09
"64,906",bihar,west champaran,2026-07-13
"64,908",bihar,sheohar,2026-07-15
"64,925",bihar,west champaran,2026-07-15
"64,938",bihar,muzaffarpur,2026-07-13
"64,942",bihar,muzaffarpur,2026-07-12
"64,943",bihar,muzaffarpur,2026-07-13
"64,948",bihar,kishanganj,2026-07-13
"64,969",bihar,muzaffarpur,2026-07-07
"64,979",bihar,muzaffarpur,2026-07-09
"65,006",bihar,sitamarhi,2026-07-06
"65,010",bihar,gaya,2026-07-16
"65,027",bihar,muzaffarpur,2026-07-10
"65,038",bihar,muzaffarpur,2026-07-10
"65,043",bihar,rohtas,2026-07-15
"65,044",bihar,patna,2026-01-01
"65,052",bihar,west champaran,2026-07-17
"65,071",bihar,muzaffarpur,2026-07-13
"65,090",bihar,sheohar,2026-07-11
"65,094",bihar,sheohar,2026-07-13
"65,099",bihar,gaya,2026-07-11
"65,103",bihar,sheohar,2026-07-14
"65,110",bihar,gaya,2020-07-13
"65,133",bihar,west champaran,2026-07-10
"65,143",bihar,muzaffarpur,2026-07-13
"65,155",bihar,muzaffarpur,2026-07-14
"65,164",bihar,sitamarhi,2026-07-16
"65,187",bihar,muzaffarpur,2026-07-15
"65,188",bihar,muzaffarpur,2026-07-15
"65,195",bihar,muzaffarpur,2026-07-15
"65,199",bihar,west champaran,2026-07-13
"65,221",bihar,kaimur,2026-07-07
"65,222",bihar,gaya,2026-07-15
"65,232",bihar,gaya,2026-07-15
"65,238",bihar,rohtas,2026-07-09
"65,240",bihar,gaya,2026-07-16
"65,242",bihar,muzaffarpur,2026-07-17
"65,252",bihar,sheohar,2026-07-16
"65,254",bihar,muzaffarpur,2026-07-11
"65,259",bihar,west champaran,2026-07-14
"65,299",bihar,muzaffarpur,2026-07-07
"65,307",bihar,sheohar,2026-07-10
"65,312",bihar,muzaffarpur,2026-07-15
"65,317",bihar,muzaffarpur,2026-07-07
"65,331",bihar,muzaffarpur,2026-07-12
"65,332",bihar,sitamarhi,2026-07-11
"65,333",bihar,sheohar,2026-07-14
"65,336",bihar,muzaffarpur,2026-07-06
"65,338",bihar,muzaffarpur,2026-07-13
"65,339",bihar,west champaran,2026-07-12
"65,340",bihar,muzaffarpur,2026-07-14
"65,354",bihar,kaimur,2026-07-09
"65,362",bihar,muzaffarpur,2026-07-10
"65,363",bihar,kaimur,2026-07-07
"65,378",bihar,west champaran,2026-07-11
"65,384",bihar,kaimur,2026-07-08
"65,402",bihar,west champaran,2026-07-13
"65,407",bihar,west champaran,2026-07-14
"65,416",bihar,west champaran,2026-07-13
"65,425",bihar,west champaran,2026-07-11
"65,429",bihar,rohtas,2026-07-11
"65,439",bihar,kaimur,2026-07-16
"65,453",bihar,muzaffarpur,2026-07-13
"65,467",bihar,west champaran,2026-07-14
"65,478",bihar,west champaran,2026-07-08
"65,479",bihar,aurangabad,2026-07-08
"65,482",bihar,west champaran,2026-07-07
"65,485",bihar,west champaran,2026-07-07
"65,503",bihar,gaya,2026-07-11
"65,509",bihar,west champaran,2026-07-09
"65,522",bihar,west champaran,2026-07-10
"65,523",bihar,west champaran,2026-07-09
"65,527",bihar,kaimur,2026-07-13
"65,540",bihar,west champaran,2026-07-08
"65,542",bihar,west champaran,2026-07-09
"65,559",bihar,gaya,2026-07-13
"65,560",bihar,gaya,2026-07-14
"65,570",bihar,west champaran,2026-07-13
"65,577",bihar,kaimur,2026-07-06
"65,601",bihar,kaimur,2026-07-07
"65,625",bihar,gaya,2026-07-10
"65,652",bihar,gaya,2026-07-20
"65,654",bihar,muzaffarpur,2026-07-13
"65,666",bihar,kaimur,2026-07-06
"65,681",bihar,gaya,2026-07-13
"65,713",bihar,sitamarhi,2026-07-23
"7,004",bihar,vaishali,2025-09-19
200,bihar,patna,2025-05-02
217,bihar,patna,2025-05-12
221,bihar,muzaffarpur,2025-05-12
226,bihar,sheohar,2025-05-08
239,bihar,patna,2025-04-15
242,bihar,sheohar,2025-05-12
261,bihar,muzaffarpur,2025-05-12
265,bihar,rohtas,2025-05-12
266,bihar,patna,2025-03-10
269,bihar,muzaffarpur,2025-05-12
283,bihar,muzaffarpur,2025-05-12
300,bihar,sitamarhi,2025-05-12
309,bihar,rohtas,2025-05-12
322,bihar,sitamarhi,2024-10-14
334,bihar,sheohar,2025-05-12
336,bihar,west champaran,2025-05-12
350,bihar,sheohar,2025-05-12
387,bihar,rohtas,2024-11-30
396,bihar,rohtas,2025-05-12
399,bihar,rohtas,2025-05-11
404,bihar,sheohar,2025-05-12
405,bihar,muzaffarpur,2025-04-20
412,bihar,sitamarhi,2025-05-12
420,bihar,gaya,2025-05-12
424,bihar,kaimur,2025-05-12
428,bihar,gaya,2025-05-12
432,bihar,sheohar,2025-05-12
433,bihar,gaya,2025-05-12
434,bihar,sheohar,2025-05-12
441,bihar,sitamarhi,2025-04-22
444,bihar,sheohar,2025-05-12
464,bihar,kaimur,2025-05-12
474,bihar,patna,2025-04-22
479,bihar,west champaran,2025-05-12
489,bihar,sitamarhi,2025-05-13
500,bihar,gaya,2025-05-13
514,bihar,muzaffarpur,2025-05-02
519,bihar,sitamarhi,2025-05-12
532,bihar,sheohar,2025-05-12
549,bihar,west champaran,2025-05-05
552,bihar,sheohar,2025-05-12
554,bihar,muzaffarpur,2025-05-05
557,bihar,sitamarhi,2025-05-13
565,bihar,gaya,2025-05-13
575,bihar,sitamarhi,2025-05-02
583,bihar,west champaran,2025-05-12
595,bihar,patna,2025-02-13
599,bihar,muzaffarpur,2025-05-13
607,bihar,sheohar,2025-05-12
616,bihar,muzaffarpur,2025-05-06
622,bihar,sitamarhi,2025-05-16
634,bihar,west champaran,2025-05-16
643,bihar,muzaffarpur,2025-05-16
689,bihar,rohtas,2025-05-16
691,bihar,muzaffarpur,2025-05-16
692,bihar,gaya,2025-05-16
709,bihar,kaimur,2025-05-16
715,bihar,muzaffarpur,2025-05-16
739,bihar,sitamarhi,2025-05-16
744,bihar,muzaffarpur,2025-05-16
756,bihar,sitamarhi,2025-05-16
765,bihar,muzaffarpur,2025-05-16
775,bihar,rohtas,2025-05-17
786,bihar,rohtas,2025-05-17
791,bihar,sitamarhi,2025-05-17
802,bihar,muzaffarpur,2025-05-16
803,bihar,kaimur,2025-05-17
810,bihar,sitamarhi,2025-05-17
822,bihar,gaya,2025-05-17
828,bihar,patna,2025-05-16
834,bihar,sheohar,2025-05-12
888,bihar,west champaran,2025-05-17
893,bihar,kaimur,2025-05-17
896,bihar,west champaran,2025-05-17
932,bihar,sheohar,2025-05-17
938,bihar,gaya,2025-05-17
942,bihar,rohtas,2025-05-17
946,bihar,muzaffarpur,2025-05-16
948,bihar,sheohar,2025-05-17
958,bihar,west champaran,2025-05-18
961,bihar,muzaffarpur,2025-05-17
981,bihar,rohtas,2025-05-18
982,bihar,sitamarhi,2025-05-18
985,bihar,sitamarhi,2025-05-18
987,bihar,sheohar,2025-05-17
997,bihar,sitamarhi,2025-05-18
"1,009",bihar,kaimur,2025-05-18
"1,018",bihar,muzaffarpur,2025-05-18
"1,019",bihar,muzaffarpur,2025-05-18
"1,027",bihar,gaya,2025-05-18
"1,036",bihar,sheohar,2025-05-18
"1,045",bihar,sheohar,2025-05-18
